id,code,path,message,stack,timestamp,user_id,tenant_id
91,ERR-20250330-3975,/api/login,Null reference exception,at /api/login (app.js:123:45),2025-03-30 21:36:09,2,1
92,ERR-20250330-9827,/api/edit_user,Cannot read properties of undefined,at /api/edit_user (app.js:123:45),2025-03-30 21:36:09,1,1
93,ERR-20250330-3478,/api/inventory,Unexpected token in JSON,at /api/inventory (app.js:123:45),2025-03-30 21:36:09,2,1
94,ERR-20250330-1338,/api/vendors,Database constraint failed,at /api/vendors (app.js:123:45),2025-03-30 21:36:09,1,1
95,ERR-20250330-9041,/api/generate_purchase_order,Unexpected token in JSON,at /api/generate_purchase_order (app.js:123:45),2025-03-30 21:36:09,2,1
96,ERR-20250330-2307,/api/login,Unexpected token in JSON,at /api/login (app.js:123:45),2025-03-30 21:36:09,1,1
97,ERR-20250330-2924,/api/edit_delivery,Cannot read properties of undefined,at /api/edit_delivery (app.js:123:45),2025-03-30 21:36:09,1,1
98,ERR-20250330-4978,/api/generate_purchase_order,Null reference exception,at /api/generate_purchase_order (app.js:123:45),2025-03-30 21:36:09,2,1
99,ERR-20250330-7642,/api/inventory,Database constraint failed,at /api/inventory (app.js:123:45),2025-03-30 21:36:09,1,1
100,ERR-20250330-3980,/api/inventory,Cannot read properties of undefined,at /api/inventory (app.js:123:45),2025-03-30 21:36:09,2,1
101,ERR-20250330-2813,/api/login,Null reference exception,at /api/login (app.js:123:45),2025-03-30 21:36:09,1,1
102,ERR-20250330-7911,/api/vendors,Cannot read properties of undefined,at /api/vendors (app.js:123:45),2025-03-30 21:36:09,1,1
103,ERR-20250330-1936,/api/login,Fetch error: 500,at /api/login (app.js:123:45),2025-03-30 21:36:09,2,1
104,ERR-20250330-5596,/api/edit_user,Cannot read properties of undefined,at /api/edit_user (app.js:123:45),2025-03-30 21:36:09,1,1
105,ERR-20250330-4437,/api/edit_delivery,Cannot read properties of undefined,at /api/edit_delivery (app.js:123:45),2025-03-30 21:36:09,2,1
106,ERR-20250330-3240,/api/login,Null reference exception,at /api/login (app.js:123:45),2025-03-30 21:36:09,1,1
107,ERR-20250330-3469,/api/vendors,Database constraint failed,at /api/vendors (app.js:123:45),2025-03-30 21:36:09,1,1
108,ERR-20250330-9541,/api/edit_user,Database constraint failed,at /api/edit_user (app.js:123:45),2025-03-30 21:36:09,2,1
109,ERR-20250330-6984,/api/edit_user,Cannot read properties of undefined,at /api/edit_user (app.js:123:45),2025-03-30 21:36:09,2,1
110,ERR-20250330-8375,/api/products_by_category,Fetch error: 500,at /api/products_by_category (app.js:123:45),2025-03-30 21:36:09,1,1
111,ERR-20250330-2775,/api/inventory,Cannot read properties of undefined,at /api/inventory (app.js:123:45),2025-03-30 21:36:09,2,1
112,ERR-20250330-4375,/api/edit_delivery,Fetch error: 500,at /api/edit_delivery (app.js:123:45),2025-03-30 21:36:09,2,1
113,ERR-20250330-8235,/api/generate_purchase_order,Null reference exception,at /api/generate_purchase_order (app.js:123:45),2025-03-30 21:36:09,2,1
114,ERR-20250330-1646,/api/vendors,Unexpected token in JSON,at /api/vendors (app.js:123:45),2025-03-30 21:36:09,2,1
115,ERR-20250330-7726,/api/vendors,Cannot read properties of undefined,at /api/vendors (app.js:123:45),2025-03-30 21:36:09,1,1
116,ERR-20250330-7528,/api/login,Database constraint failed,at /api/login (app.js:123:45),2025-03-30 21:36:09,1,1
117,ERR-20250330-8097,/api/generate_purchase_order,Unexpected token in JSON,at /api/generate_purchase_order (app.js:123:45),2025-03-30 21:36:09,1,1
118,ERR-20250330-3578,/api/products_by_category,Unexpected token in JSON,at /api/products_by_category (app.js:123:45),2025-03-30 21:36:09,1,1
119,ERR-20250330-2020,/api/inventory,Cannot read properties of undefined,at /api/inventory (app.js:123:45),2025-03-30 21:36:09,1,1
120,ERR-20250330-1282,/api/vendors,Fetch error: 500,at /api/vendors (app.js:123:45),2025-03-30 21:36:09,1,1
121,ERR-20250330-4886,/api/inventory,Database constraint failed,at /api/inventory (app.js:123:45),2025-03-30 21:36:09,2,1
122,ERR-20250330-5520,/api/products_by_category,Unexpected token in JSON,at /api/products_by_category (app.js:123:45),2025-03-30 21:36:09,2,1
123,ERR-20250330-9853,/api/inventory,Unexpected token in JSON,at /api/inventory (app.js:123:45),2025-03-30 21:36:09,1,1
124,ERR-20250330-4107,/api/inventory,Fetch error: 500,at /api/inventory (app.js:123:45),2025-03-30 21:36:09,1,1
125,ERR-20250330-9553,/api/edit_delivery,Null reference exception,at /api/edit_delivery (app.js:123:45),2025-03-30 21:36:09,2,1
126,ERR-20250330-5710,/api/generate_purchase_order,Cannot read properties of undefined,at /api/generate_purchase_order (app.js:123:45),2025-03-30 21:36:09,2,1
127,ERR-20250330-2339,/api/inventory,Database constraint failed,at /api/inventory (app.js:123:45),2025-03-30 21:36:09,2,1
128,ERR-20250330-5419,/api/login,Database constraint failed,at /api/login (app.js:123:45),2025-03-30 21:36:09,1,1
129,ERR-20250330-6062,/api/vendors,Unexpected token in JSON,at /api/vendors (app.js:123:45),2025-03-30 21:36:09,2,1
130,ERR-20250330-1945,/api/products_by_category,Cannot read properties of undefined,at /api/products_by_category (app.js:123:45),2025-03-30 21:36:09,1,1
131,ERR-20250330-8429,/api/vendors,Cannot read properties of undefined,at /api/vendors (app.js:123:45),2025-03-30 21:36:09,1,1
132,ERR-20250330-8857,/api/generate_purchase_order,Unexpected token in JSON,at /api/generate_purchase_order (app.js:123:45),2025-03-30 21:36:09,2,1
133,ERR-20250330-4763,/api/login,Cannot read properties of undefined,at /api/login (app.js:123:45),2025-03-30 21:36:09,2,1
134,ERR-20250330-7991,/api/edit_delivery,Fetch error: 500,at /api/edit_delivery (app.js:123:45),2025-03-30 21:36:09,1,1
135,ERR-20250330-7823,/api/inventory,Cannot read properties of undefined,at /api/inventory (app.js:123:45),2025-03-30 21:36:09,2,1
136,ERR-20250330-8177,/api/inventory,Unexpected token in JSON,at /api/inventory (app.js:123:45),2025-03-30 21:36:09,1,1
137,ERR-20250330-3523,/api/inventory,Unexpected token in JSON,at /api/inventory (app.js:123:45),2025-03-30 21:36:09,2,1
138,ERR-20250330-4917,/api/inventory,Cannot read properties of undefined,at /api/inventory (app.js:123:45),2025-03-30 21:36:09,1,1
139,ERR-20250330-4067,/api/generate_purchase_order,Cannot read properties of undefined,at /api/generate_purchase_order (app.js:123:45),2025-03-30 21:36:09,2,1
140,ERR-20250330-7053,/api/vendors,Unexpected token in JSON,at /api/vendors (app.js:123:45),2025-03-30 21:36:09,1,1
141,ERR-20250330-5101,/api/edit_delivery,Cannot read properties of undefined,at /api/edit_delivery (app.js:123:45),2025-03-30 21:36:09,1,1
142,ERR-20250330-1296,/api/products_by_category,Fetch error: 500,at /api/products_by_category (app.js:123:45),2025-03-30 21:36:09,1,1
143,ERR-20250330-5595,/api/login,Fetch error: 500,at /api/login (app.js:123:45),2025-03-30 21:36:09,2,1
144,ERR-20250330-8978,/api/products_by_category,Database constraint failed,at /api/products_by_category (app.js:123:45),2025-03-30 21:36:09,1,1
145,ERR-20250330-2256,/api/vendors,Cannot read properties of undefined,at /api/vendors (app.js:123:45),2025-03-30 21:36:09,1,1
146,ERR-20250330-6859,/api/vendors,Database constraint failed,at /api/vendors (app.js:123:45),2025-03-30 21:36:09,2,1
147,ERR-20250330-3066,/api/login,Unexpected token in JSON,at /api/login (app.js:123:45),2025-03-30 21:36:09,1,1
148,ERR-20250330-7158,/api/edit_delivery,Cannot read properties of undefined,at /api/edit_delivery (app.js:123:45),2025-03-30 21:36:09,1,1
149,ERR-20250330-8747,/api/edit_delivery,Cannot read properties of undefined,at /api/edit_delivery (app.js:123:45),2025-03-30 21:36:09,1,1
150,ERR-20250330-3801,/api/edit_delivery,Cannot read properties of undefined,at /api/edit_delivery (app.js:123:45),2025-03-30 21:36:09,2,1
151,ERR-20250330-6745,/api/inventory,Database constraint failed,at /api/inventory (app.js:123:45),2025-03-30 21:36:09,2,1
152,ERR-20250330-3103,/api/edit_delivery,Database constraint failed,at /api/edit_delivery (app.js:123:45),2025-03-30 21:36:09,1,1
153,ERR-20250330-2541,/api/vendors,Unexpected token in JSON,at /api/vendors (app.js:123:45),2025-03-30 21:36:09,1,1
154,ERR-20250330-7908,/api/products_by_category,Fetch error: 500,at /api/products_by_category (app.js:123:45),2025-03-30 21:36:09,2,1
155,ERR-20250330-7585,/api/edit_user,Null reference exception,at /api/edit_user (app.js:123:45),2025-03-30 21:36:09,2,1
156,ERR-20250330-1976,/api/inventory,Cannot read properties of undefined,at /api/inventory (app.js:123:45),2025-03-30 21:36:09,2,1
157,ERR-20250330-5916,/api/edit_delivery,Null reference exception,at /api/edit_delivery (app.js:123:45),2025-03-30 21:36:09,1,1
158,ERR-20250330-3033,/api/edit_user,Fetch error: 500,at /api/edit_user (app.js:123:45),2025-03-30 21:36:09,1,1
159,ERR-20250330-7856,/api/inventory,Null reference exception,at /api/inventory (app.js:123:45),2025-03-30 21:36:09,1,1
160,ERR-20250330-6044,/api/vendors,Unexpected token in JSON,at /api/vendors (app.js:123:45),2025-03-30 21:36:09,2,1
161,ERR-20250330-8257,/api/edit_delivery,Database constraint failed,at /api/edit_delivery (app.js:123:45),2025-03-30 21:36:09,1,1
162,ERR-20250330-7311,/api/vendors,Unexpected token in JSON,at /api/vendors (app.js:123:45),2025-03-30 21:36:09,2,1
163,ERR-20250330-3587,/api/products_by_category,Cannot read properties of undefined,at /api/products_by_category (app.js:123:45),2025-03-30 21:36:09,2,1
164,ERR-20250330-4996,/api/products_by_category,Null reference exception,at /api/products_by_category (app.js:123:45),2025-03-30 21:36:09,2,1
165,ERR-20250330-1245,/api/edit_delivery,Unexpected token in JSON,at /api/edit_delivery (app.js:123:45),2025-03-30 21:36:09,1,1
166,ERR-20250330-8540,/api/edit_user,Null reference exception,at /api/edit_user (app.js:123:45),2025-03-30 21:36:09,2,1
167,ERR-20250330-1122,/api/products_by_category,Null reference exception,at /api/products_by_category (app.js:123:45),2025-03-30 21:36:09,1,1
168,ERR-20250330-9499,/api/products_by_category,Null reference exception,at /api/products_by_category (app.js:123:45),2025-03-30 21:36:09,1,1
169,ERR-20250330-2701,/api/products_by_category,Cannot read properties of undefined,at /api/products_by_category (app.js:123:45),2025-03-30 21:36:09,2,1
